period,Barton Pond,CityHall,Jackson,N Campus Pump Station,S Industrial
2018/2/4,,0.07,0.11,,0.1
2018/2/5,,0.01,0.02,,0.02
2018/2/6,,0,0.01,,0.01
2018/2/7,,0.02,0.08,,0.03
2018/2/8,,0,0,,0
2018/2/9,,0.38,0.5,,0.34
2018/2/10,,0.03,0.08,,0.04
2018/2/11,,0.14,0.17,,0.13
2018/2/12,,0,0,,0
2018/2/13,,0,0,,0
2018/2/14,,0,0,,0
2018/2/15,,0.03,0.04,,0.03
2018/2/16,,0,0,,0
2018/2/17,,0,0,,0
2018/2/18,,0,0,,0
2018/2/19,,0.42,0.41,,0.5
2018/2/20,,1.3,1.31,,1.4
2018/2/21,,0.35,0.43,,0.39
2018/2/22,,0,0,,0
2018/2/23,,0.06,0.07,,0.08
2018/2/24,,0.01,0,,0
2018/2/25,,0.03,0.02,,0.02
2018/2/26,,0,0,,0
2018/2/27,,0,0,,0
2018/2/28,,0,0,,0
2018/3/1,,1.2,1.5,,1.31
2018/3/2,,0,0,,0
2018/3/3,,0,0,,0
2018/3/4,,0,0,,0
2018/3/5,,0,0,0,0
2018/3/6,,0.2,0.15,0.15,0.19
2018/3/7,,0.03,0.08,0.07,0.02
2018/3/8,,0,0,0,0
2018/3/9,,0,0,0,0
2018/3/10,,0,0,0,0
2018/3/11,,0,0,0,0
2018/3/12,,0.02,0.03,0.03,0.03
2018/3/13,,0,0,0,0
2018/3/14,,0,0,0,0
2018/3/15,,0,0,0,0
2018/3/16,,0,0,0,0
2018/3/17,,0,0,0,0
2018/3/18,,0,0,0,0
2018/3/19,,0,0,0,0
2018/3/20,,0,0,0,0
2018/3/21,,0,0,0,0
2018/3/22,,0,0,0,0
2018/3/23,,0,0,0,0
2018/3/24,,0,0,0,0
2018/3/25,,0,0,0,0
2018/3/26,,0,0,0,0
2018/3/27,,0.38,0.42,0.47,0.35
2018/3/28,,0,0,0,0
2018/3/29,,0.21,0.25,0.23,0.24
2018/3/30,,0,0,0,0
2018/3/31,,0.08,0.04,0.09,0.04
2018/4/1,,0,0,0,0
2018/4/2,,0,0,0,0
2018/4/3,,0.66,0.76,0.64,0.56
2018/4/4,,0,0,0,0
2018/4/5,,0,0,0,0
2018/4/6,,0.07,0.06,0.08,0.08
2018/4/7,,0,0,0,0
2018/4/8,,0,0,0,0
2018/4/9,,0.01,0.01,0.02,0
2018/4/10,,0,0,0,0
2018/4/11,,0,0,0,0
2018/4/12,,0.02,0.03,0.03,0.03
2018/4/13,,0,0,0,0
2018/4/14,,0.65,0.72,0.6,0.6
2018/4/15,,0.8,0.8,0.83,0.74
2018/4/16,,0,0.01,0,0.01
2018/4/17,,0,0,0.04,0.03
2018/4/18,,0,0.04,0.01,0
2018/4/19,,0,0,0,0
2018/4/20,,0,0,0,0
2018/4/21,,0,0,0,0
2018/4/22,,0,0,0,0
2018/4/23,,0,0,0,0
2018/4/24,,0.08,0.13,0.12,0.09
2018/4/25,,0.02,0.02,0.03,0.02
2018/4/26,,0,0,0,0
2018/4/27,,0,0.03,0,0
2018/4/28,,0.1,0.12,0.14,0.14
2018/4/29,,0,0,0,0
2018/4/30,,0,0,0,0
2018/5/1,,0,0,0,0
2018/5/2,,0.4,0.48,0.48,0.57
2018/5/3,,0.88,0.86,0.97,0.92
2018/5/4,,0.08,0.07,0.09,0.08
2018/5/5,,0,0,0,0
2018/5/6,,0,0,0,0
2018/5/7,,0,0,0,0
2018/5/8,,0,0,0,0
2018/5/9,,0.27,0.14,0.3,0.05
2018/5/10,,0.01,0.01,0.06,0
2018/5/11,,0.94,0.98,0.73,1.04
2018/5/12,,0.71,0.71,0.76,0.6
2018/5/13,,0.49,0.53,0.65,0.44
2018/5/14,,0.33,0.38,0.33,0.42
2018/5/15,,0.28,0.42,0.39,0.39
2018/5/16,,0,0,0,0
2018/5/17,,0,0,0,0
2018/5/18,,0,0,0,0
2018/5/19,,0.38,0.59,0.51,0.45
2018/5/20,,0,0,0,0
2018/5/21,,0.39,0.38,0.38,0.38
2018/5/22,,0.01,0.02,0,0.01
2018/5/23,,0,,0.01,0
2018/5/24,,0,,0,0
2018/5/25,,0,,0.03,0.09
2018/5/26,,0,,0,0
2018/5/27,,0,,0,0
2018/5/28,,0,,0,0
2018/5/29,,0,,0,0
2018/5/30,,0.38,,0.22,0.33
2018/5/31,,0.05,,0.03,0.05
2018/6/1,,0,,0.07,0
2018/6/2,,0,,0,0
2018/6/3,,0.39,,0.49,0.7
2018/6/4,,0.06,,0.06,0.07
2018/6/5,,0.05,,0.05,0.06
2018/6/6,,0,,0,0
2018/6/7,,0,,0,0
2018/6/8,,0,,0,0
2018/6/9,,0.45,,0.01,0.35
2018/6/10,,0,,0,0
2018/6/11,,0,,0,0
2018/6/12,,0,,0,0
2018/6/13,,0,,0,0
2018/6/14,,0,0,0,0
2018/6/15,,0,0,0,0
2018/6/16,,0.02,0.01,0.05,0.05
2018/6/17,,0,0,0,0
2018/6/18,,0.71,0.57,0.54,0.45
2018/6/19,,0.01,0,0,0
2018/6/20,,0.26,0.29,0.39,0.5
2018/6/21,,0,0.01,0,0
2018/6/22,,0.3,0.22,0.16,0.2
2018/6/23,,0,0.02,0.03,0
2018/6/24,,0,0.01,0,0.04
2018/6/25,,0,0,0,0
2018/6/26,,0,0,0,0
2018/6/27,,0.13,,0.18,0.21
2018/6/28,,0,,0,0
2018/6/29,,0,,0,0
2018/6/30,,0,,0,0
2018/7/1,,0.02,,0,0
2018/7/2,,0,0,0,0
2018/7/3,,0,0,0,0
2018/7/4,,0,0,0,0
2018/7/5,,0.02,0,0.09,0.05
2018/7/6,,0,0,0,0
2018/7/7,,0,0,0,0
2018/7/8,,0,0,0,0
2018/7/9,,0,0,0,0
2018/7/10,,0,0,0,0
2018/7/11,,0,0,0.01,0
2018/7/12,,0,0,0.01,0
2018/7/13,,0,0,0,0
2018/7/14,,0,0,0,0
2018/7/15,,0,0,0.02,0
2018/7/16,,0,0,0,0.05
2018/7/17,,0,0,0,0
2018/7/18,,0,,0,0
2018/7/19,,0,,0,0.06
2018/7/20,,0.05,,0.07,0.06
2018/7/21,,0.1,,0.01,0.05
2018/7/22,,0,,0,0.01
2018/7/23,,0,,0,0
2018/7/24,,0.15,,0.08,0.02
2018/7/25,,0,,0,0
2018/7/26,,0.04,,0.02,0.23
2018/7/27,,0.12,,0.08,0.11
2018/7/28,,0,,0,0
2018/7/29,,0,,0,0
2018/7/30,,0,0.01,0,0
2018/7/31,,1.36,1.37,1.43,1.46
2018/8/1,,0.36,0.28,0.57,0.17
2018/8/2,,0,0,0,0
2018/8/3,,0,0,0,0
2018/8/4,,0,0,0,0
2018/8/5,,0,0,0,0
2018/8/6,,0.91,0.77,0.87,0.74
2018/8/7,,0,0.01,0.01,0.04
2018/8/8,,0,0,0,0
2018/8/9,,0,0,0,0
2018/8/10,,0,0,0,0
2018/8/11,,0,0,0,0
2018/8/12,,0.2,0.06,0.29,0.16
2018/8/13,,0,0,0,0.01
2018/8/14,,0,0,0,0
2018/8/15,,0,0,0,0
2018/8/16,,0.24,0.07,0.29,0.05
2018/8/17,,0,0.02,0.01,0.01
2018/8/18,,0,0,0,0.09
2018/8/19,,0,0,0,0
2018/8/20,,0.04,0.03,0.07,0.09
2018/8/21,,0.29,0.14,0.88,0.44
2018/8/22,,0.01,0,0.14,0.01
2018/8/23,,0,0,0,0
2018/8/24,,0,0.01,0,0
2018/8/25,,0.1,0.17,0.14,0.14
2018/8/26,,0,0,0,0
2018/8/27,,0,0,0,0
2018/8/28,,0,0,0,0
2018/8/29,,0,0,0,0
2018/8/30,,0,0,0,0
2018/8/31,,0,0,0,0
2018/9/1,,0.45,0.53,0.42,0.82
2018/9/2,,0.01,0.03,0.02,0.02
2018/9/3,,0.6,0.77,0.88,1.28
2018/9/4,,0,0.01,0,0.01
2018/9/5,,0.85,0.4,1.32,0.75
2018/9/6,,0.09,0.1,0.12,0.06
2018/9/7,,0,0,0,0
2018/9/8,,0,0,0,0
2018/9/9,,0.02,0.03,0,0
2018/9/10,,0.08,0.12,0.03,0.1
2018/9/11,,0,0,0,0
2018/9/12,,0,0,0,0
2018/9/13,,0,0,0,0
2018/9/14,,0,0,0,0
2018/9/15,,0,0,0.01,0
2018/9/16,,0,0,0,0
2018/9/17,,0,0,0,0
2018/9/18,,0,0,0,0
2018/9/19,,0,0,0,0
2018/9/20,,0.04,0.1,0.11,0.25
2018/9/21,,0,0,0.01,0
2018/9/22,,0,0,0,0
2018/9/23,,0,0,0,0
2018/9/24,,0.17,0.17,0.32,0.21
2018/9/25,,0.41,0.5,0.48,0.7
2018/9/26,,0,0,0,0
2018/9/27,,0,0,0,0
2018/9/28,,0.03,0.06,0.06,0.04
2018/9/29,,0,0,0,0
2018/9/30,,0.09,0.1,0.12,0.06
2018/10/1,,0.15,0.16,0.33,0.07
2018/10/2,,0.23,0.25,0.33,0.3
2018/10/3,,0,0.01,0.02,0
2018/10/4,,0.03,0.03,0.03,0.03
2018/10/5,,0,0.01,0,0
2018/10/6,,1.45,1.23,1.67,1.7
2018/10/7,,0.01,0.03,0.02,0.02
2018/10/8,,0,0.01,0.01,0.01
2018/10/9,,0,0,0,0.01
2018/10/10,,0.07,0.12,0.07,0.05
2018/10/11,,0,0,0,0
2018/10/12,,0.09,0.16,0.16,0.13
2018/10/13,,0.01,0.01,0.03,0.01
2018/10/14,,0,0,0,0
2018/10/15,,0.01,0.01,0,0.01
2018/10/16,,0,0,0,0
2018/10/17,,0,0,0,0
2018/10/18,,0,0,0,0
2018/10/19,,0.01,0.03,0.03,0.01
2018/10/20,,0.39,0.41,0.38,0.52
2018/10/21,,0,0,0,0
2018/10/22,,0,0,0.02,0
2018/10/23,,0,0,0,0
2018/10/24,,0,0,0,0
2018/10/25,,0,0,0,0
2018/10/26,,0,0,0,0
2018/10/27,,0.03,0.04,0.05,
2018/10/28,,0.17,0.19,0.22,
2018/10/29,,0,0,0,
2018/10/30,,0,0,0,
2018/10/31,,0.5,0.51,0.61,
2018/11/1,,0.89,0.84,1,
2018/11/2,,0.2,0.23,0.21,
2018/11/3,,0,0,0,
2018/11/4,,0,0,0,
2018/11/5,,0.18,0.21,0.24,
2018/11/6,,0.29,0.38,0.34,
2018/11/7,,0,0,0,
2018/11/8,,0,0,0,
2018/11/9,,0.13,0.16,0.09,
2018/11/10,,0,0,0,
2018/11/11,,0,0,0.01,
2018/11/12,,0.04,0.08,0.04,
2018/11/13,,0.01,0.03,0.01,
2018/11/14,,0,0,0,
2018/11/15,,0.17,0.23,0.22,
2018/11/16,,0,0,0,
2018/11/17,,0,0,0,
2018/11/18,,0.05,0.08,0.07,
2018/11/19,,0,0,0,
2018/11/20,,0.01,0.04,0.03,
2018/11/21,,0,0,0,
2018/11/22,,0,0,0,
2018/11/23,,0,0,0,
2018/11/24,,0.21,0.27,0.3,
2018/11/25,,0,0,0,
2018/11/26,,0.31,0.45,0.16,
2018/11/27,,0,0,0,
2018/11/28,,0,0,0,
2018/11/29,,0,0,0,
2018/11/30,,0,0,0,
2018/12/1,,0.12,0.14,0.14,
2018/12/2,,0.11,0.13,0.14,
2018/12/3,,0,0,0,
2018/12/4,,0,0,0,
2018/12/5,,0,0,0,
2018/12/6,,0,0,0,
2018/12/7,,0,0,0,
2018/12/8,,0,0,0,
2018/12/9,,0,0,0,
2018/12/10,,0,0,0,
2018/12/11,,0,0,0,
2018/12/12,,0.04,0.05,0.05,
2018/12/13,,0,0,0,
2018/12/14,,0.08,0.12,0.12,
2018/12/15,,0,0,0,
2018/12/16,,0,0,0,
2018/12/17,,0,0,0,
2018/12/18,,0,0,0,
2018/12/19,,0,0,0,
2018/12/20,,0.12,0.16,0.17,
2018/12/21,,0.26,0.29,0.3,
2018/12/22,,0,0,0,
2018/12/23,,0,0,0,
2018/12/24,,0,0,0,
2018/12/25,,0,0,0,
2018/12/26,,0,0,0,
2018/12/27,,0.17,0.2,0.2,
2018/12/28,,0.01,0,0.01,
2018/12/29,,0.02,0.03,0.03,
2018/12/30,,0,0.01,0.01,
2018/12/31,,0.69,0.73,0.85,
2019/1/1,,0,0,0,
2019/1/2,,0,0,0,
2019/1/3,,0,0,0,
2019/1/4,,0,0,0,
2019/1/5,,0,0,0,
2019/1/6,,0,0,0,
2019/1/7,,0.03,0.03,0.04,
2019/1/8,,0.06,0.05,0.08,
2019/1/9,,0,0,0,
2019/1/10,,0,0,0,
2019/1/11,,0,0,0,
2019/1/12,,0,0,0,
2019/1/13,,0,0,0,
2019/1/14,,0,0,0,
2019/1/15,,0,0,0,
2019/1/16,,0,0,0,
2019/1/17,,0,0,0,
2019/1/18,,0,0,0,
2019/1/19,,0.11,0.25,0.03,
2019/1/20,,0,0,0,
2019/1/21,,0,0,0,
2019/1/22,,0.09,0.11,0.12,
2019/1/23,,0.21,0.22,0.3,
2019/1/24,,0,0,0,
2019/1/25,,0,0,0,
2019/1/26,,0.01,0.03,0.03,
2019/1/27,,0.03,0.05,0.05,
2019/1/28,,0.19,0.27,0.21,
2019/1/29,,0,0,0,
2019/1/30,,0,0,0,
2019/1/31,,0,0,0,
2019/2/1,,0,0,0,
2019/2/2,,0,0,0,
2019/2/3,,0,0,0,
2019/2/4,,0.12,0.14,0.14,
2019/2/5,,0,0.01,0,
2019/2/6,,0.29,0.29,0.35,
2019/2/7,,0.03,0.05,0.04,
2019/2/8,,0,0,0,
2019/2/9,,0,0,0,
2019/2/10,,0,0.02,0,
2019/2/11,,0,0,0,
2019/2/12,,0.38,0.38,0.43,
2019/2/13,,0,0,0.01,
2019/2/14,,0,0,0,
2019/2/15,,0,0,0,
2019/2/16,,0,0,0,
2019/2/17,,0.21,0.28,0.11,
2019/2/18,,0,0.01,0.01,
2019/2/19,,0,0,0,
2019/2/20,,0,0.02,0.01,
2019/2/21,,0,0,0,
2019/2/22,,0,0,0,
2019/2/23,,0.02,0.03,0.04,
2019/2/24,,0.18,0.2,0.26,
2019/2/25,,0,0,0,
2019/2/26,,0,0,0,
2019/2/27,,0.04,0.06,0.04,
2019/2/28,,0,0,0,
2019/3/1,,0,0,0,
2019/3/2,,0,0,0,
2019/3/3,,0,0,0,
2019/3/4,,0,0,0,
2019/3/5,,0,0,0,
2019/3/6,,0,0,0,
2019/3/7,,0,0,0,
2019/3/8,,0,0,0,
2019/3/9,,0.52,0.58,0.61,
2019/3/10,,0.02,0,0.03,
2019/3/11,,0,0,0,
2019/3/12,,0,0,0,
2019/3/13,,0.01,0.02,0.01,
2019/3/14,,0.38,0.4,0.45,
2019/3/15,,0.07,0.08,0.12,
2019/3/16,,0,0,0,
2019/3/17,,0,0,0,
2019/3/18,,0,0,0,
2019/3/19,,0,0,0,
2019/3/20,,0.05,0.06,0.07,
2019/3/21,,0,0,0,
2019/3/22,,0,0,0,
2019/3/23,,0,0,0,
2019/3/24,,0,0,0,
2019/3/25,,0,0,0,
2019/3/26,,0,0,0,
2019/3/27,,0,0,0,
2019/3/28,,0,0.02,0.01,
2019/3/29,,0.01,0.02,0.02,
2019/3/30,,0.94,1.13,1.05,
2019/3/31,,0,0,0,
2019/4/1,,0,0,0,
2019/4/2,,0,0,0,
2019/4/3,,0,0,0,
2019/4/4,,0,0,0,
2019/4/5,,0,0,0,
2019/4/6,,0,0,0,
2019/4/7,,0,0,0,
2019/4/8,,0,0,0,
2019/4/9,,0,0,0,
2019/4/10,,0,0,0,
2019/4/11,,0,0.01,0,
2019/4/12,,0.19,0.22,0.26,
2019/4/13,,0,0,0,
2019/4/14,,0.4,0.45,0.43,
2019/4/15,,0,0,0,
2019/4/16,,0,0,0,
2019/4/17,,0.03,0.05,0.05,
2019/4/18,,0.33,0.34,0.41,
2019/4/19,,0.29,0.35,0.35,
2019/4/20,,0.75,0.8,0.87,
2019/4/21,,0,0,0.01,
2019/4/22,,0,0,0.01,
2019/4/23,,0,,0,
2019/4/24,,0,,0,
2019/4/25,,0.38,,0.44,
2019/4/26,,0.62,,0.75,
2019/4/27,,0.27,,0.33,
2019/4/28,,0.03,,0.05,
2019/4/29,,0.34,,0.42,
2019/4/30,,1,,1.28,
2019/5/1,,0.25,,0.31,
2019/5/2,,0.04,0.05,0.08,0.06
2019/5/3,,0.09,0.08,0.1,0.07
2019/5/4,,0,0,0,0
2019/5/5,,0,0,0.01,0
2019/5/6,,0.03,0.04,0.05,0.05
2019/5/7,,0.39,0.54,0.44,0.28
2019/5/8,,0,0,0,0
2019/5/9,,0.06,0.07,0.15,0.03
2019/5/10,,0.01,0,0.02,0.01
2019/5/11,,0,0.01,0,0.01
2019/5/12,,0.02,0.02,0.03,0.01
2019/5/13,,0.02,0.02,0.02,0.04
2019/5/14,,0,0,0,0
2019/5/15,,0,0,0,0
2019/5/16,,0,0,0,0
2019/5/17,,0.04,0.04,0.02,0.04
2019/5/18,,0.52,0.55,0.57,0.33
2019/5/19,,0.45,0.37,0.67,0.4
2019/5/20,,0,0,0,0
2019/5/21,,0,0,0,0
2019/5/22,,0.27,0.22,0.38,0.28
2019/5/23,,0.18,0.13,0.15,0.14
2019/5/24,,0,0,0.01,0
2019/5/25,,0.16,0.14,0.02,0.1
2019/5/26,,0.01,0.03,0.02,0.03
2019/5/27,,0.12,0.09,0.01,0.1
2019/5/28,,0.01,0.02,0.02,0
2019/5/29,,0.35,0.2,0.02,0.14
2019/5/30,,0.25,0.02,0.02,0.51
2019/5/31,,0,0.02,0.02,0
2019/6/1,,0.94,0.01,0.02,1.07
2019/6/2,,0.01,0.01,0.17,0
2019/6/3,,0,0,0.06,0
2019/6/4,,0,0.01,0.05,0
2019/6/5,,0.16,0,0.05,0.13
2019/6/6,,0,0.01,0.04,0
2019/6/7,,0,0.01,0.04,0
2019/6/8,,0,0.01,0.03,0
2019/6/9,,0.5,0.29,0.03,0.47
2019/6/10,,0.66,0.33,0.05,1.1
2019/6/11,,0,0.09,0.04,0
2019/6/12,,0.89,0.06,0.03,0.78
2019/6/13,,0.7,0.03,0.04,0.51
2019/6/14,,0,0.01,0.04,0
2019/6/15,,0,0,0.04,0.01
2019/6/16,,0.43,0.46,0.03,0.52
2019/6/17,,0,0.01,0.04,0.01
2019/6/18,,0,0,1.84,0
2019/6/19,,0,0,0,0
2019/6/20,,0.49,0.64,0.63,0.64
2019/6/21,,0,0,0,0
2019/6/22,,0,0,0,0
2019/6/23,,0,0.01,0,0
2019/6/24,,0.1,0.2,0.1,0.11
2019/6/25,,0,0,0,0.01
2019/6/26,,0,0,0,0
2019/6/27,,0,0.01,0,0.02
2019/6/28,,0,0,0,0
2019/6/29,,0,0,0.01,0
2019/6/30,,0,0,0,0
2019/7/1,,0,0,0,0
2019/7/2,,0.14,0.19,0.09,0.11
2019/7/3,,0,0,0,0.01
2019/7/4,,0.97,0.44,0.73,1.2
2019/7/5,,0,0.1,0.01,0.08
2019/7/6,,0.73,0.63,0.28,0.7
2019/7/7,,0,0,0.01,0
2019/7/8,,0,0,0,0
2019/7/9,,0,0,0,0
2019/7/10,,0,0,0,0
2019/7/11,,0,0,0,0
2019/7/12,,0,0,0,0
2019/7/13,,0,0,0,0
2019/7/14,,0,0,0,0
2019/7/15,,0,0,0,0.01
2019/7/16,,1.31,0.81,1.38,0.82
2019/7/17,,0.01,0.01,0,0.03
2019/7/18,,0.4,0.18,0.38,0.09
2019/7/19,,0.99,0.53,1.63,0.48
2019/7/20,,0.15,0.2,0.45,0.03
2019/7/21,,0.38,0.48,0.33,0.21
2019/7/22,,0.01,0.01,0.01,0.01
2019/7/23,,0.02,0.03,0.02,0.04
2019/7/24,,0.01,0.01,0.01,0.01
2019/7/25,,0,0,0,0
2019/7/26,,0,0,0,0
2019/7/27,,0,0,0,
2019/7/28,,0,0,0,
2019/7/29,,0.19,0.54,0.23,
2019/7/30,,0,0,0,
2019/7/31,,0,0,0,
2019/8/1,,0,0,0,
2019/8/2,,0,0,0,
2019/8/3,,0,0,0,
2019/8/4,,0,0,0,
2019/8/5,,0,0,0,
2019/8/6,,0.16,0.15,0.12,
2019/8/7,,0.01,0.01,0.02,
2019/8/8,,0,0.01,0,
2019/8/9,,0,0,0,
2019/8/10,,0,0,0,
2019/8/11,,0,,0,
2019/8/12,,0,,0,
2019/8/13,,0,,0,
2019/8/14,,0,,0,
2019/8/15,,0.14,,0.99,
2019/8/16,,0,,0,
2019/8/17,,0.14,,0.13,
2019/8/18,,0.28,,0.38,
2019/8/19,,0,0,0,
2019/8/20,,0,0.01,0,
2019/8/21,,0,0,0.25,
2019/8/22,,0,0,0,
2019/8/23,,0,0,0,
2019/8/24,,0,0,0,
2019/8/25,,0,0,0,
2019/8/26,,0.4,0.36,0.61,
2019/8/27,,0.05,0.03,0.06,
2019/8/28,,0,0,0,
2019/8/29,,0.04,0.04,0.01,
2019/8/30,,0,0,0.01,
2019/8/31,,0,0,0,
2019/9/1,,0.18,0.23,0.2,
2019/9/2,,0.06,0,0.01,
2019/9/3,,0.38,0.48,0.49,
2019/9/4,,0,0,0.01,
2019/9/5,,0,0,0,
2019/9/6,,0,0,0,
2019/9/7,,0,0,0.03,
2019/9/8,,0,0,0,
2019/9/9,,0,0,0,
2019/9/10,,0,0,0,
2019/9/11,,1.12,1.29,1.43,
2019/9/12,,0.1,0.13,0.11,
2019/9/13,,0.38,0.4,0.42,
2019/9/14,,0,0,0,
2019/9/15,,0.04,0.03,0.04,
2019/9/16,,0,0,0.01,
2019/9/17,,0,0,0,
2019/9/18,,0,0,0,
2019/9/19,,0,0,0,
2019/9/20,,0,0,0,
2019/9/21,,0.31,0.46,0.5,
2019/9/22,,0,0.01,0,
2019/9/23,,0.02,0.01,0.03,
2019/9/24,,0,0,0,
2019/9/25,,0,0,0,
2019/9/26,,0,0,0,
2019/9/27,,0.42,0.54,0.49,
2019/9/28,,0.47,0.45,0.52,
2019/9/29,,0.21,0.2,0.26,
2019/9/30,,0.08,0.13,0.07,
2019/10/1,,0,0,0,
2019/10/2,,0.5,0.44,0.39,
2019/10/3,,0.62,0.59,0.59,
2019/10/4,,0,0,0,
2019/10/5,,0,0.01,0,
2019/10/6,,0.03,0.02,0.04,
2019/10/7,,0,0,0.01,
2019/10/8,,0,0,0,
2019/10/9,,0,0,0,
2019/10/10,,0,0,0,
2019/10/11,,0.42,0.61,0.37,
2019/10/12,,0.05,0.05,0.09,
2019/10/13,,0,0,0,
2019/10/14,,0,0,0,
2019/10/15,,0,0,0,
2019/10/16,,0.12,0.2,0.11,
2019/10/17,,0,0,0,
2019/10/18,,0,0,0,
2019/10/19,,0,0,0,
2019/10/20,,0,0,0,
2019/10/21,,0.22,0.24,0.25,
2019/10/22,,0.06,0.12,0.09,
2019/10/23,,0,0,0,
2019/10/24,,0,0,0,
2019/10/25,,0,0,0,
2019/10/26,,1.28,1.21,1.45,
2019/10/27,,0.06,0.09,0.05,
2019/10/28,,0,0,0,
2019/10/29,,0,0,0,
2019/10/30,,0.28,0.4,0.32,
2019/10/31,,0.82,0.89,0.89,
2019/11/1,,0,0.02,0.01,
2019/11/2,,0.02,0.03,0,
2019/11/3,,0,0.01,0,
2019/11/4,,0.01,0.02,0.02,
2019/11/5,,0,0,0,
2019/11/6,,0,0,0,
2019/11/7,,0,0.01,0,
2019/11/8,,0,0,0,
2019/11/9,,0,0,0,
2019/11/10,,0,0.01,0,
2019/11/11,,0.35,0,0.12,
2019/11/12,,0,0,0,
2019/11/13,,0,0,0,
2019/11/14,,0,0,0,
2019/11/15,,0,0,0,
2019/11/16,,0,0,0,
2019/11/17,,0,0.16,0.01,
2019/11/18,,0,0.31,0,
2019/11/19,,0,0,0,
2019/11/20,,0,0,0,
2019/11/21,,0.09,0.08,0.09,
2019/11/22,,0,0,0,
2019/11/23,,0,0,0,
2019/11/24,,0,0.01,0.01,
2019/11/25,,0,0.01,0,
2019/11/26,,0.12,0.15,0.1,
2019/11/27,,0.7,0.71,0.69,
2019/11/28,,0,0,0,
2019/11/29,,0,0,0,
2019/11/30,,0,0,0,
2019/12/1,,0.26,0.42,0.3,
2019/12/2,,0,0,0,
2019/12/3,,0,0,0,
2019/12/4,,0,0,0,
2019/12/5,,0,0,0,
2019/12/6,,0,0,0,
2019/12/7,,0,0,0,
2019/12/8,,0,0,0,
2019/12/9,,0.32,0.28,0.37,
2019/12/10,,0,0,0.01,
2019/12/11,,0,0,0,
2019/12/12,,0,0.01,0,
2019/12/13,,0,0,0,
2019/12/14,,0,0,0,
2019/12/15,,0,0,0,
2019/12/16,,0,0,0,
2019/12/17,,0,0,0,
2019/12/18,,0,0,0,
2019/12/19,,0,0,0,
2019/12/20,,0,0.02,0,
2019/12/21,,0,0,0,
2019/12/22,,0,0,0,
2019/12/23,,0,0,0,
2019/12/24,,0,0,0,
2019/12/25,,0,0,0,
2019/12/26,,0,0,0,
2019/12/27,,0,0,0,
2019/12/28,,0,0,0,
2019/12/29,,0.86,0.97,1.02,
2019/12/30,,0.6,0.62,0.56,
2019/12/31,,0,0,0.02,
2020/1/1,,0,0.04,0,
2020/1/2,,0,0,0,
2020/1/3,,0,0,0,
2020/1/4,,0,0.01,0,
2020/1/5,,0,0,0,
2020/1/6,,0,0,0,
2020/1/7,,0,0,0.02,
2020/1/8,,0,0,0.02,
2020/1/9,,0.02,0.02,0.01,
2020/1/10,,0.19,0.2,0.21,
2020/1/11,,2.08,1.97,2.04,
2020/1/12,,0.04,0.01,0.03,
2020/1/13,,0,0.01,0,
2020/1/14,,0,0,0,
2020/1/15,,0,0.01,0,
2020/1/16,,0,0,0,
2020/1/17,,0.02,0,0.02,0.01
2020/1/18,,0.62,0.25,0.63,0.46
2020/1/19,,0,0,0,0
2020/1/20,,0,0,0,0
2020/1/21,,0,0.01,0,0
2020/1/22,,0,0,0,0
2020/1/23,,0,0.05,0,0
2020/1/24,,0.37,0.67,0.36,0.32
2020/1/25,,0.04,0.05,0.06,0.06
2020/1/26,,0,0.06,0.01,0
2020/1/27,,0,0,0,0
2020/1/28,,0,0,0,0
2020/1/29,,0,0,0,0
2020/1/30,,0,0,0,0
2020/1/31,,0,0,0,0
2020/2/1,,0.01,0.02,0.02,0.01
2020/2/2,,0,0.02,0,0
2020/2/3,,0,0,0,0
2020/2/4,,0,0,0,0
2020/2/5,,0.01,0,0,0.02
2020/2/6,,0.01,0,0,0.01
2020/2/7,,0,0.07,0,0.01
2020/2/8,,0,0.04,0.03,0
2020/2/9,,0.11,0,0.13,0.09
2020/2/10,,0,0.08,0,0
2020/2/11,,0,0.08,0,0
2020/2/12,,0.01,0,0.03,0.02
2020/2/13,,0.03,0.02,0.05,0.03
2020/2/14,,0,0,0,0
2020/2/15,,0,0,0,0
2020/2/16,,0,0.01,0,0
2020/2/17,,0.02,0,0.03,0.01
2020/2/18,,0,0.06,0,0
2020/2/19,,0,0,0,0
2020/2/20,,0,0,0,0
2020/2/21,,0,0,0,0
2020/2/22,,0,0,0,0
2020/2/23,,0,0,0,0
2020/2/24,,0.01,0.04,0.02,0.02
2020/2/25,,0.01,0.02,0,0.03
2020/2/26,,0.1,0,0.01,0.22
2020/2/27,,0,0,0,0
2020/2/28,,0,0,0,0
2020/2/29,,0,0.14,0,0
2020/3/1,,0,0.1,0,0
2020/3/2,,0.04,0.07,0.06,0.07
2020/3/3,,0,0,0,0
2020/3/4,,0,0,0,0
2020/3/5,,0.01,0.02,0.01,0.03
2020/3/6,,0.01,0.04,0.04,0.02
2020/3/7,,0,0,0,0
2020/3/8,,0,0,0,0
2020/3/9,,0.11,0.07,0.12,0.08
2020/3/10,,0.1,0.06,0.12,0.12
2020/3/11,,0,0.01,0,0
2020/3/12,,0,0,0,0
2020/3/13,,0,0.01,0,0
2020/3/14,,0,0,0,0
2020/3/15,,0,0,0,0
2020/3/16,,0,0,0,0
2020/3/17,,0,0,0,0
